 0 1 2 3 4 5 6 7
enjoy 3.46512760507e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 4.60509698623e-104 6.26061183468e-104 4.63641827873e-104 5.3556427267e-104
enjoyed 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.63641827873e-104 5.3556427267e-104
enjoyer 3.46512760507e-104 0.00047051810092 4.61643360661e-104 6.60428301635e-104 4.50232327076e-104 6.28033369463e-104 4.63641827873e-104 5.3556427267e-104
enjoys 1.56735844041e-56 6.07329306406e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
enlarged 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
enlighten 3.46546894455e-104 4.7769216343e-104 4.61588119472e-104 5.01223400875e-104 4.7403646386e-104 6.23011887616e-104 0.000463641827873 5.6928883792e-104
enmity 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
enough 6.59364267561e-104 0.000469854295209 4.61849290321e-104 0.00103153854085 1.69366520778e-103 6.45337476444e-104 6.00661726546e-104 0.00157607753071
enrich 2.81768899718e-77 4.7051810092e-104 4.61764937974e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
ensconce 3.55221869075e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 3.62374014488e-103 6.24610255765e-104 4.63641827873e-104 5.3556427267e-104
entertain 3.4651283009e-104 4.70552006984e-104 4.61588120055e-104 5.01111846535e-104 4.502484741e-104 6.22814387895e-104 4.76826512669e-104 0.00053556427267
entitled 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.88854856739e-104 5.3556427267e-104
entombed 3.55190026345e-104 4.83972181609e-104 4.61847642043e-104 1.1723557892e-103 0.000450232327076 6.28030218781e-104 4.63641827873e-104 5.3556427267e-104
envy 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 0.000501093411657 4.53591551221e-104 6.31044621131e-104 4.63641827873e-104 0.00053556427267
epitaph 5.2258664257e-104 0.00047051810092 4.61602670435e-104 5.76700482921e-104 4.50232327076e-104 6.26138892492e-104 4.63641827873e-104 5.3556427267e-104
equal 0.000346512760507 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
equipage 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
ere 0.00103852345617 1.0347666533e-103 4.6161440493e-104 7.25614240174e-46 4.56957651004e-104 0.00187026718837 6.16555825908e-104 8.16255182805e-104
err 3.46512760507e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 4.54196748113e-104 6.25897306689e-104 4.63641827873e-104 5.3556427267e-104
erred 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
error 3.46512760507e-104 3.53768644818e-08 4.61588119472e-104 5.15303631736e-104 0.000450198475438 6.23829224598e-104 4.63641827873e-104 5.3556427267e-104
errors 5.74476374488e-104 7.87340910158e-104 4.61752173078e-104 0.00161913625283 4.61675887278e-104 6.84737687662e-104 4.75281305914e-104 0.000411738370159
erst 3.46515008951e-104 5.09751211292e-104 4.61588128054e-104 5.10267300097e-104 4.54699202617e-104 6.22814387895e-104 5.48614973517e-104 0.00053556427267
essays 3.46512760507e-104 4.7051810092e-104 4.62118650805e-104 0.000501093411657 1.0612874614e-103 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
esteem 3.46512760507e-104 4.7051810092e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
esteemed 3.46512760507e-104 4.7051810092e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
esteeming 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
estimate 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
eternal 0.000353667758187 1.47797382304e-83 4.61634413635e-104 5.06585577982e-104 0.00145381351057 0.000628529446312 0.000343626116951 7.37117810908e-104
eternity 3.46512760507e-104 4.7051810092e-104 0.00138476435842 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
even 6.83349939579e-104 0.000151516480531 0.000925528032416 0.00485159775951 4.95106621989e-104 0.00630190877199 5.15919662021e-104 0.00100280330757
ever 0.00168949468241 5.34082695716e-104 4.61862328921e-104 0.0027657230455 0.00027235311529 6.25891084397e-104 4.63641827873e-104 5.3556427267e-104
everfixed 3.14178487321e-20 5.58718417633e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
evermore 3.46512760507e-104 0.00141155430276 4.61588119472e-104 5.01093411657e-104 4.70664914135e-104 6.2384413989e-104 4.63641827873e-104 5.3556427267e-104
every 0.00482278117354 0.00278824412203 4.6163719922e-104 2.49533686701e-33 0.000962108956697 6.25681960446e-104 8.79753832862e-104 0.00375919717693
everywhere 3.46512760507e-104 4.7051810092e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
eves 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 0.00053556427267
evident 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
evil 0.000692433152904 4.72490482704e-104 0.000462566558701 0.000500887857889 8.88992741725e-104 6.22955831878e-104 4.63641827873e-104 5.3556427267e-104
example 3.46512760507e-104 4.7051810092e-104 4.62074327547e-104 6.1652561211e-104 0.000450232327076 6.26734266005e-104 4.63641827873e-104 5.3556427267e-104
exceed 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
exceeded 3.46512761991e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.71950253653e-104 5.3556427267e-104
exceeds 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
excel 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
excellence 3.46512760507e-104 4.7051810092e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
excellent 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
except 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
excess 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
exchanged 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
exchequer 3.46689811717e-104 5.09976972605e-104 4.66245854188e-104 0.000501093411657 4.5116107988e-104 6.31385341417e-104 4.64052429197e-104 5.36303092356e-104
excuse 0.000985392895519 2.33238732524e-25 0.000461595859619 1.96124152818e-32 3.3427326131e-73 6.45804563036e-104 0.00146336544718 5.74870075182e-104
excusing 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 2.43968581236e-45 5.3556427267e-104
executor 5.65951875347e-104 0.00047051810092 4.61612654871e-104 6.0787640988e-104 4.50232327076e-104 6.26066427318e-104 4.63641827873e-104 5.3556427267e-104
expense 3.46512760507e-104 4.77974888434e-104 0.000461588119472 5.0219999232e-104 4.50232327076e-104 6.5044680592e-104 4.63641827873e-104 0.00107112854534
expiate 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
expire 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
expired 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
express 3.76372406901e-104 5.50536394666e-104 0.000461592887358 5.01853445724e-104 0.000450227676487 6.31415063497e-104 4.37642104631e-47 7.06767741713e-79
expressed 3.46512760507e-104 4.7051810092e-104 0.00138476435842 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
expressing 3.46524174631e-104 4.70521967924e-104 4.61588119472e-104 5.01130859247e-104 4.50232327076e-104 6.22814387895e-104 0.000463641827873 5.3556427267e-104
extant 3.47232771426e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 5.41565908887e-104 6.2468293083e-104 4.63641827873e-104 5.3556427267e-104
extern 3.46512760507e-104 4.7051810092e-104 4.61591064109e-104 5.66407394683e-104 4.76149834751e-104 6.23754086539e-104 6.809808675e-23 0.00053556427267
external 3.46512760507e-104 4.7051810092e-104 4.61592863669e-104 5.39030305663e-104 0.000450232327076 6.25005910066e-104 2.4910703012e-103 5.3556427267e-104
extreme 3.46512760507e-104 4.70927607088e-104 0.000461588119472 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
extremity 3.47543197561e-104 4.7051810092e-104 4.62118014312e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
eye 0.00620254347518 0.00130187214781 0.00369510891181 9.45623518596e-104 4.81531767182e-104 6.33871637774e-104 5.84229642644e-104 0.00446018040724
eyed 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
eyelids 0.000346512760507 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 5.07768040115e-104 5.3556427267e-104
eyes 0.00119705466413 0.00814845323921 0.00646550797932 9.41441526594e-104 0.00140644954512 6.49432257195e-104 6.49527487528e-104 0.00969181510568
face 0.00144921332785 5.42524671553e-104 0.00415685026005 2.66962481554e-05 0.00183692354363 6.51103267483e-104 4.78013033987e-104 0.000899190078927
faces 3.46512760507e-104 4.7051810092e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
faculty 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.04957290753e-104 4.8868121504e-104 6.22814387895e-104 4.72380707652e-104 0.00053556427267
fade 0.00034650442041 1.51232205045e-56 0.00092318734875 5.06801107953e-104 1.43523038113e-103 6.35287942552e-104 4.63641827873e-104 1.8535420796e-103
fadeth 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fading 0.000346022091399 0.000471184364109 4.61588119472e-104 5.02729120173e-104 4.53934063297e-104 6.24745066632e-104 4.63641827873e-104 5.3556427267e-104
faint 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.14918047468e-104 4.50232327076e-104 6.22814387895e-104 4.77109931095e-104 0.00053556427267
fair 0.00303495103853 0.00485042467645 0.00278007311154 0.00122269701449 0.0024992993276 6.74661507372e-104 0.00459873437868 7.63276666797e-104
fairer 3.46512760507e-104 4.7051810092e-104 4.66745859361e-104 0.00102751333091 4.50232327076e-104 6.29688296579e-104 0.000440208216486 5.3556427267e-104
fairest 0.000535816749063 7.43116675848e-104 4.61624209636e-104 1.02669107191e-103 1.77283772584e-62 6.32100842484e-104 5.26284553824e-104 0.00184967204187
fairing 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 1.42798274357e-103 0.000463641827873 5.3556427267e-104
fairly 8.70967919755e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 5.34457138779e-104 6.24199925805e-104 4.63641827873e-104 5.3556427267e-104
faith 0.000347462883015 4.72514056445e-104 4.61590082359e-104 5.16479856506e-104 0.00113036718567 6.22814387895e-104 0.000689262533792 5.57801575651e-83
fall 3.46513725245e-104 4.7051810092e-104 0.000467579100516 5.01093411657e-104 0.000894621060646 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
falls 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
false 0.00119272058348 0.0049959145281 4.63510968499e-104 1.07953152571e-103 0.00177392927977 6.26323457757e-104 4.86518801158e-65 7.82724658932e-104
falsehood 0.000411312288088 5.39482012332e-104 4.63906187156e-104 7.82090786289e-104 5.82200671185e-79 6.38576903846e-104 0.000376938609875 5.58011052736e-104
falsely 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 6.74677145245e-104 6.22814387895e-104 0.000463641827873 5.3556427267e-104
falsespeaking 0.000346512760507 8.66961173884e-104 4.61588119472e-104 9.83557701905e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fame 1.95901850944e-94 0.00046917088439 0.000462909767127 5.39296993768e-104 4.50232327076e-104 6.24589953584e-104 0.000463641827873 7.8610125724e-104
familiar 6.19258447518e-104 4.7051810092e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
famine 3.46512760507e-104 4.70565437614e-104 4.61588119472e-104 0.000501093411657 1.48566990002e-103 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
famished 0.000346512760507 7.12027863798e-104 4.64623068124e-104 5.7801065115e-104 8.49737027182e-104 6.24698373361e-104 4.63641827873e-104 5.3556427267e-104
famoused 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
far 4.27326118473e-104 0.00137875028689 4.63559780663e-104 0.00209215602351 6.05668699454e-104 6.27623055411e-104 9.56849352614e-104 0.00476359637941
farewell 3.4662205111e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 1.01087116897e-103 0.000463641827873 5.3556427267e-104
faring 6.18602319848e-104 4.70884200847e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
farther 5.74367772587e-104 6.41300490863e-104 4.62105333102e-104 0.00145978771308 0.000489310349029 6.55781682432e-104 4.82626071995e-104 5.3556427267e-104
farthest 3.68740626118e-104 0.000490544003811 4.6288902225e-104 5.0120702178e-104 0.000431069814851 6.26288122979e-104 4.63641827873e-104 1.00593034651e-103
fashion 6.18894198746e-104 4.7072115704e-104 0.000461588119472 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fast 0.000346514160663 3.90529683574e-103 4.61588681946e-104 5.01315637234e-104 4.68138159536e-104 6.22985778213e-104 4.70744257293e-104 0.00160669065395
faster 6.99087177773e-104 4.71744923865e-104 4.62042640614e-104 1.92558430052e-102 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fate 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
father 3.46512760507e-104 4.7051810092e-104 4.61588134906e-104 5.01107506438e-104 0.00049813690242 6.22814387895e-104 4.63641827873e-104 0.000478580405655
fault 5.3809315728e-57 0.00047051810092 0.000462117815031 0.00050051838179 7.94659949559e-104 6.22814388014e-104 4.81745954291e-104 8.83408882061e-104
faults 0.00073659975923 1.21407638557e-103 4.62148251127e-104 5.31779284787e-05 0.00259699655357 6.24207098318e-104 4.63641827873e-104 5.85567211635e-104
favour 3.46512760507e-104 4.7051810092e-104 0.000466673150995 0.000996666586362 1.98304174683e-79 6.2294266791e-104 4.63641827873e-104 5.3556427267e-104
favourites 0.000346512760507 3.44175038029e-35 4.61588119472e-104 5.01093411657e-104 5.98337626249e-104 6.32609306935e-104 1.18127973268e-103 1.12303920435e-103
fawn 6.19258447518e-104 5.56661251311e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fear 1.29107214993e-45 0.0014212149975 0.000461618228284 5.41271255838e-104 5.03358805977e-103 6.42716534896e-104 5.06762472391e-104 0.00213122593139
fearful 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.63641827873e-104 5.3556427267e-104
fearfully 3.4664134177e-104 4.70576126932e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.31036243087e-104 4.63641827873e-104 5.3556427267e-104
fearing 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fears 4.87220070095e-104 1.19792809585e-21 0.000463862091618 0.000457808742918 0.00183760254538 6.26275920437e-104 4.66637058922e-104 7.9015182918e-104
feast 3.46512760507e-104 4.7051810092e-104 0.000462118581077 0.000500517550183 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
feasting 3.46512760507e-104 4.7051810092e-104 4.63633249714e-104 0.000501093411657 4.61403231281e-104 6.25894947331e-104 4.63641827873e-104 5.3556427267e-104
feasts 3.46512760507e-104 4.7051810092e-104 4.62587097094e-104 0.000501093411657 1.66247000661e-103 6.2775430043e-104 4.63641827873e-104 5.3556427267e-104
feathered 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 0.000463641827873 7.06596150086e-104
feathers 3.78165525446e-104 4.7051810092e-104 4.61668687244e-104 5.90944939028e-104 0.000450232327076 6.22814387895e-104 5.07768040115e-104 5.3556427267e-104
feature 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
featured 3.46512762319e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.71259884883e-104 5.3556427267e-104
featureless 3.46512760507e-104 0.00047051810092 4.61588119472e-104 5.04886843481e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fed 3.46512760507e-104 4.7051810092e-104 4.62381668934e-104 0.000501093411657 1.04834588983e-103 6.23638891852e-104 4.63641827873e-104 5.54342056521e-104
fee 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
feeble 3.46512760507e-104 4.7051810092e-104 4.61588907313e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 7.26780487514e-104
feed 3.46512760507e-104 4.7051810092e-104 4.61686602626e-104 0.000501093411657 5.21983680736e-104 6.3637994643e-104 4.71692899292e-104 5.61952058373e-104
feeding 0.000346512761079 4.9197583457e-104 0.000461588119472 5.01093411657e-104 4.80747334308e-104 0.000622814386866 5.52744140028e-104 5.3556427267e-104
feeds 3.46512760507e-104 4.7051810092e-104 4.62116302622e-104 0.000501093411657 4.50239475422e-104 0.000622814387895 5.6354544486e-104 5.3556427267e-104
feedst 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 3.00697035694e-47 5.3556427267e-104
feel 0.000346512760507 4.74386388188e-104 0.000461588119472 5.01093411657e-104 4.59685122323e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
feeling 3.46512764325e-104 5.58983979384e-104 4.61590681611e-104 5.01269898574e-104 0.000900464654151 6.2311492267e-104 5.0812011548e-104 5.41992870821e-104
feelst 4.92415194251e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 5.30709743535e-104 6.25152080582e-104 4.63641827873e-104 5.3556427267e-104
feil 3.46512760507e-104 4.7051810092e-104 4.62738726379e-104 0.000501093411657 4.79168664433e-104 6.23120535187e-104 4.74033072585e-104 5.79365205259e-104
fell 0.000143169750042 0.00168766698323 4.61588119472e-104 5.0037367851e-72 4.50232327076e-104 6.23560761882e-104 4.63641827873e-104 5.3556427267e-104
felt 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 0.000501093411657 4.00152913016e-80 6.31044621131e-104 4.63641827873e-104 5.3556427267e-104
female 0.000346512760507 4.7051810092e-104 4.61588119472e-104 5.0126792881e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fester 3.46512765099e-104 4.70518103084e-104 4.61761349042e-104 5.46725735937e-104 0.000450232327076 6.23076882863e-104 4.63641827873e-104 5.3556427267e-104
fever 3.46512760507e-104 5.23781333894e-104 0.000461588119472 5.01093411657e-104 0.000450232327076 6.23104128148e-104 4.63641827873e-104 5.3556427267e-104
few 3.46512760507e-104 4.7051810092e-104 4.61945071494e-104 5.12208946831e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fickle 7.17929036627e-104 0.000470230440305 4.6162584844e-104 0.000501399765097 4.50232327076e-104 6.28747388334e-104 4.63747154145e-104 5.3556427267e-104
field 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fiend 3.46512760507e-104 4.7051810092e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fierce 0.000346914253019 0.000469972927651 4.61588119472e-104 5.01935665751e-104 4.50232327076e-104 6.26060010406e-104 4.63641827873e-104 6.51746314482e-104
fiery 0.000346512760507 4.70590299104e-104 4.61588119472e-104 5.84984678981e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fight 3.46512760507e-104 4.7051810092e-104 0.00138476435842 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
figure 3.46512760507e-104 0.00047051810092 4.61588119472e-104 5.10190010558e-104 6.02557136282e-104 6.25975574189e-104 4.63641827873e-104 5.3556427267e-104
figured 0.000346512759108 1.89856727306e-12 4.62247999181e-104 3.44077462978e-18 4.72902548156e-104 7.42606339309e-104 4.82219387087e-104 8.5265356535e-104
figures 3.6446404748e-104 4.99041395382e-104 4.61596692564e-104 5.03445142412e-104 0.000450232327076 6.22864001591e-104 4.63641827873e-104 5.3556427267e-104
filching 3.46581081435e-104 4.70606312767e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.31044621131e-104 4.63641827873e-104 5.78847788613e-104
filed 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fill 3.46512760507e-104 4.71963404535e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 5.80631871806e-104 0.00053556427267
filled 5.89257476447e-104 0.000473688142235 4.62676967587e-104 6.47186466152e-104 6.85857634827e-104 6.27123187523e-104 7.13585300574e-104 0.00106752026573
find 3.53350201073e-93 0.0022281260724 0.00276959673731 0.00101701515124 1.43819103988e-23 0.000624095998728 4.65721506417e-104 0.00119577002412
finding 3.46575227559e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.00124562877579 7.8531992144e-104 5.3556427267e-104
finds 3.46558236352e-104 4.82357487071e-104 0.000461588119472 5.01093411657e-104 7.2620763381e-104 6.22814387895e-104 0.000463641827873 6.55944990356e-104
fine 0.000346512760507 4.86176980876e-104 4.61588119472e-104 6.67996774419e-104 0.000450232327076 6.23716181737e-104 4.63641827873e-104 5.3556427267e-104
finger 2.64867111798e-97 5.14359414473e-104 4.61766745022e-104 5.168800335e-104 0.000450232327076 6.23062564377e-104 4.63641827873e-104 5.3556427267e-104
fingers 3.46514471152e-104 0.000472372857513 4.62602405351e-104 5.78564959029e-104 6.38149602036e-104 6.32827589404e-104 4.85541466817e-104 0.0010690173803
fire 0.0020789859713 7.51617462319e-104 0.00138488503527 5.26936542314e-104 4.62900923148e-104 6.22848757423e-104 4.63641827873e-104 0.00053556427267
firm 3.46512760507e-104 4.84637744981e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22908506041e-104 4.63641827873e-104 5.3556427267e-104
first 0.000866130636942 0.000341304444143 4.61588147051e-104 5.01141906941e-104 7.29904256977e-104 6.24372698813e-104 4.793626815e-104 0.00469960674241
firstborn 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fist 5.48962475474e-104 4.82409311678e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22838783708e-104 4.63641827873e-104 5.3556427267e-104
fits 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fitted 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
five 3.46512760507e-104 0.000315426280621 4.61588119472e-104 5.01093411657e-104 0.00104886989303 6.2473665231e-104 4.86052229181e-104 6.52373262118e-104
fixed 3.46512760507e-104 4.7051810092e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 1.65759262185e-17 4.63641827873e-104 5.3556427267e-104
flame 0.000335293923846 9.2076149872e-104 4.63129640901e-104 0.00101841042538 2.11233272577e-103 6.24241879607e-104 4.63641827873e-104 5.3556427267e-104
flatter 3.46512760507e-104 4.7051810092e-104 0.000461588153059 5.04941478393e-104 4.55088436038e-104 0.000622814387895 1.22351330265e-103 0.000535564233701
flattered 6.18867147096e-104 4.80778486718e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
flatterer 3.46512760507e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 4.5904951906e-104 6.24685865104e-104 4.63641827873e-104 5.3556427267e-104
flattery 3.5111606125e-104 4.72118181408e-104 0.000461647056924 5.01093411657e-104 0.000900407166654 6.22839441492e-104 4.63641827873e-104 5.3556427267e-104
fled 3.46512760507e-104 4.7051810092e-104 0.000923176238944 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
fleece 3.46512760507e-104 4.70534217249e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 7.0058167972e-104
